electrode1,electrode2,electrode3,electrode4,electrode5,electrode6,electrode7,electrode8,electrode9,electrode10,electrode11,electrode12,electrode13,electrode14,electrode15,electrode16,electrode17,electrode18,electrode19,electrode20,electrode21
-18.499,-11.597,-9.6492,-9.2999,-8.1151,-10.506,3.3617,-2.7067,-6.8691,-11.709,-16.151,-12.23,-8.6492,-8.3173,-3.9943,-2.5524,1.8355,-5.9087,-5.0219,-6.1429,0.83936
-14.011,-7.1149,-7.3815,-8.8837,-5.0063,-7.893,9.1115,1.3087,-8.0318,-9.9019,-16.574,-10.257,-9.1676,-12.643,-4.9279,-6.4713,-0.53995,-7.1698,-6.9014,-8.1885,-0.28216
-7.3075,-2.173,-3.9159,-6.6217,-1.8175,-3.5939,16.194,5.1916,-8.7935,-7.7421,-14.9,-7.0175,-8.5788,-15.472,-5.3709,-8.4996,-0.71301,-6.6903,-6.6853,-8.4442,-0.10842
0.45292,2.4524,-0.29778,-2.8943,0.56781,1.6936,22.211,7.8569,-8.7843,-5.7413,-10.952,-3.1986,-7.1739,-16.346,-5.2072,-7.9046,0.96257,-4.9666,-4.4913,-6.9116,0.89621
7.2105,5.6894,2.1429,1.183,1.3575,6.7402,25.024,8.6961,-7.8375,-4.6836,-5.4098,0.10155,-5.7004,-15.5,-4.7009,-5.0612,3.5612,-2.6448,-1.1116,-4.2806,2.014
10.977,6.597,2.4957,4.1798,0.48209,10.021,23.907,7.866,-6.2563,-5.0503,0.1931,1.7114,-4.8005,-13.536,-4.1021,-1.2613,6.2493,-0.10697,2.3205,-1.7188,2.8087
10.981,4.9895,0.73297,5.0551,-1.2843,10.402,19.936,6.1866,-4.734,-6.4836,4.1921,1.0949,-4.6319,-10.969,-3.3512,2.0403,8.694,2.5519,4.8289,-0.29487,3.3684
8.0875,1.6973,-2.3372,3.682,-2.9442,7.7869,15.181,4.6276,-3.9388,-7.8688,5.6003,-1.2672,-5.0457,-8.136,-2.274,3.9478,10.844,5.1428,5.9165,-0.44449,4.0068
4.1896,-1.8084,-5.4985,0.84593,-4.0806,3.208,11.265,3.7056,-4.1096,-8.0961,4.3812,-4.2637,-6.0373,-5.5438,-1.0753,4.2676,12.377,6.9865,5.4946,-1.9144,4.6953
1.1635,-4.1402,-7.6033,-2.2158,-5.004,-1.6214,8.5238,3.2755,-4.9303,-6.8781,1.1899,-6.9275,-7.8422,-4.0909,-0.50563,3.1529,12.528,6.9857,3.6406,-4.1484,4.8398
0.19675,-4.5284,-7.8948,-4.3517,-6.1016,-4.9414,6.3871,2.8956,-5.6819,-4.9048,-2.9643,-8.8455,-10.489,-4.6256,-1.3648,0.81043,10.615,4.2623,0.58488,-6.6754,3.7089
1.7046,-2.8939,-6.1839,-4.8162,-7.183,-5.4779,4.461,2.4058,-5.564,-3.2412,-6.8742,-9.9503,-13.341,-7.0779,-3.7598,-2.4055,6.7958,-1.0934,-3.0396,-9.167,1.1332
5.458,0.36652,-2.9042,-3.3916,-7.6083,-2.8457,3.1921,2.1496,-4.1177,-2.5428,-9.2983,-10.165,-15.252,-10.102,-6.8584,-5.801,2.2909,-7.7967,-6.1286,-11.269,-2.2145
10.61,4.5707,1.023,-0.45059,-7.0104,2.1986,3.5186,2.6484,-1.6178,-2.7082,-9.3899,-9.4447,-15.295,-11.87,-9.3901,-8.5461,-1.2104,-13.918,-7.5948,-12.551,-5.2211
15.775,8.8328,4.5396,3.0724,-5.7427,7.8678,5.9091,4.0777,0.84633,-3.0949,-7.2446,-8.1265,-13.407,-11.518,-10.419,-10.242,-2.4943,-17.836,-7.1658,-12.728,-7.0196
19.474,12.177,6.8526,5.9721,-4.6021,12.008,9.7046,6.019,1.8437,-2.9988,-4.0409,-7.0251,-10.403,-9.956,-9.7531,-11.232,-1.4051,-18.925,-5.7434,-11.954,-7.369
20.853,13.793,7.664,7.3195,-4.2236,13.121,13.364,7.6327,0.4816,-2.0628,-1.4278,-6.9392,-7.3865,-9.1846,-7.8292,-12.195,1.2773,-17.572,-4.8469,-10.85,-6.5336
20.154,13.348,7.1855,6.9561,-4.7376,11.15,15.432,8.0665,-2.9001,-0.44736,-0.47512,-7.9646,-5.1102,-10.643,-5.3636,-13.36,4.4538,-14.683,-5.4927,-10.155,-4.945
18.518,11.184,6.0328,5.5549,-5.7972,7.4825,15.467,6.8559,-6.8025,1.2741,-1.0079,-9.314,-3.7232,-13.996,-3.0903,-14.169,7.3162,-11.192,-7.432,-10.237,-3.0007
17.216,8.2435,5.0284,4.1643,-6.7473,4.1297,14.183,4.1675,-9.429,2.4331,-1.9132,-9.8801,-2.9686,-17.375,-1.6126,-13.808,9.565,-7.8474,-9.368,-10.824,-1.0703
16.897,5.7106,4.863,3.5328,-6.8581,2.5742,12.761,0.79798,-9.7283,2.6248,-2.1608,-9.0551,-2.5433,-18.829,-1.2637,-12.07,11.213,-5.167,-9.9171,-11.2,0.47033
17.405,4.4945,5.7331,3.6902,-5.6945,3.0179,12.001,-2.0985,-7.8992,1.9,-1.6316,-7.1173,-2.3083,-17.725,-1.9813,-9.6738,12.275,-3.3648,-8.5087,-10.739,1.3304
18.188,4.8211,7.2574,4.077,-3.4785,4.4863,12.065,-3.4571,-5.1093,0.70733,-1.04,-4.9351,-2.2527,-15.031,-3.3288,-7.711,12.654,-2.2793,-5.6037,-9.3713,1.4632
18.82,6.1802,8.8165,4.0984,-1.078,5.6647,12.849,-2.7147,-2.7317,-0.33412,-1.1024,-3.3196,-2.3529,-12.406,-4.7289,-6.7357,12.293,-1.5091,-2.2406,-7.6032,1.117
19.158,7.6502,10.029,3.6309,0.5119,5.8043,14.348,-0.022113,-1.6282,-0.68231,-1.7791,-2.5468,-2.5169,-10.962,-5.7664,-6.3451,11.353,-0.73763,0.62403,-6.1155,0.70433
19.165,8.3577,10.912,3.0563,0.81631,5.0053,16.528,3.7865,-1.8477,-0.043651,-2.2845,-2.3419,-2.6606,-10.676,-6.3151,-5.6081,10.226,0.038962,2.5121,-5.3084,0.59412
18.771,7.7925,11.622,2.8301,0.098721,3.771,18.912,7.4566,-2.8248,1.5468,-1.7873,-2.2562,-2.7892,-10.746,-6.3968,-3.9356,9.348,0.58631,3.4031,-5.1813,0.97004
18.038,5.8937,12.117,3.0182,-1.0137,2.4127,20.536,9.7731,-3.8764,3.7151,-0.099178,-2.1002,-2.9626,-10.403,-5.9667,-1.6159,8.9704,0.672,3.4674,-5.5579,1.7853
17.371,3.0278,12.136,3.2569,-2.1258,0.9567,20.464,10.048,-4.6185,5.805,2.2546,-2.0789,-3.1845,-9.4715,-4.9183,0.43575,9.0413,0.19374,2.8706,-6.3461,2.7599
17.464,-0.055498,11.472,3.1662,-3.3564,-0.44531,18.41,8.3516,-4.9857,7.0432,4.5353,-2.5332,-3.3718,-8.2808,-3.3459,1.4575,9.2469,-0.86104,1.8313,-7.5389,3.4349
18.889,-2.3957,10.238,2.7887,-5.0781,-1.2382,14.888,5.3404,-4.9239,6.8484,6.294,-3.5585,-3.4647,-7.1637,-1.7249,1.4418,9.2103,-2.4293,0.81133,-8.9857,3.3771
21.665,-3.2432,8.8773,2.5885,-7.3392,-0.82094,10.869,1.9027,-4.2036,5.2066,7.4237,-4.8675,-3.5373,-6.0641,-0.65514,1.0458,8.7746,-4.2395,0.52235,-10.236,2.5144
25.127,-2.5364,7.9875,2.9779,-9.4765,0.74945,7.3406,-1.0821,-2.6842,2.8545,7.8771,-5.967,-3.7186,-4.6379,-0.30336,0.95815,8.1926,-5.7093,1.5913,-10.691,1.3333
28.229,-0.96895,8.0638,3.8417,-10.339,2.5245,5.0898,-2.8667,-0.7555,0.9973,7.5333,-6.3813,-3.9652,-2.7368,-0.15697,1.3525,8.0337,-6.1549,4.0982,-9.9749,0.64405
30.098,0.54865,9.2447,4.5635,-9.0956,3.3135,4.5948,-3.082,0.67408,0.58306,6.4446,-5.7212,-3.9728,-0.77954,0.49692,1.9031,8.7965,-5.2931,7.3826,-8.191,0.97031
30.476,1.5927,11.136,4.5593,-6.0484,2.6767,5.8719,-2.0697,0.83374,1.616,5.1218,-3.7311,-3.4309,0.39432,1.7591,2.2405,10.508,-3.6047,10.305,-5.8764,2.0638
29.727,2.4213,12.917,3.8028,-2.6766,1.2961,8.3566,-0.84116,-0.20854,3.1228,4.3538,-0.50795,-2.4221,0.093177,2.8671,2.3194,12.668,-2.1048,11.8,-3.723,3.0516
28.475,3.5297,13.811,2.83,-0.67958,0.34838,11.063,-0.37435,-1.5558,3.9126,4.5676,3.2709,-1.5058,-1.735,2.8974,2.3432,14.628,-1.5701,11.401,-2.2807,3.1805
27.237,5.1038,13.671,2.2327,-0.68633,0.48378,13.03,-0.7297,-2.2375,3.5333,5.3498,6.4967,-1.2911,-4.5035,1.7616,2.4013,16.063,-1.8706,9.4818,-1.763,2.5226
26.383,6.9085,13.161,2.1362,-1.7425,1.3434,13.756,-0.89759,-1.9776,2.5864,5.7065,8.2182,-1.8619,-7.4162,0.44107,2.2722,17.097,-2.0726,7.103,-1.9749,1.9751
26.304,8.5638,13.304,2.1416,-2.0917,1.9574,13.293,0.31532,-1.2792,2.137,4.9002,8.2127,-2.6288,-9.8877,0.16375,1.6634,17.979,-1.3012,5.4837,-2.3848,2.5194
27.432,9.8,14.669,1.7589,-0.60517,1.5587,12.044,3.1385,-0.85212,2.8027,3.1026,7.0523,-2.7787,-11.604,1.3371,0.69447,18.695,0.41664,5.404,-2.3509,4.3949
29.983,10.479,16.847,0.91102,2.3682,0.11617,10.49,6.5398,-0.98659,4.35,1.2873,5.6827,-1.9063,-12.303,3.2686,0.1312,18.947,2.1334,6.9061,-1.4248,6.9048
33.628,10.51,18.628,0.053756,5.3734,-1.7107,9.0871,9.0502,-1.3967,6.0625,0.53045,4.931,-0.27282,-11.658,4.8587,1.018,18.528,2.7957,9.4381,0.41923,8.9602
37.474,9.8459,18.82,-0.18468,6.9699,-3.0086,8.2368,9.8869,-1.5611,7.401,1.3578,5.2408,1.4578,-9.4882,5.5064,3.879,17.671,2.0908,12.213,2.7497,9.8325
40.419,8.5824,17.12,0.49086,6.609,-3.0822,8.184,9.3608,-1.201,8.3026,3.5909,6.6005,2.6818,-6.1031,5.3955,8.1209,16.972,0.54081,14.477,4.8624,9.5156
41.727,7.0683,14.402,1.8402,4.7263,-1.7154,8.852,8.3702,-0.51316,8.9316,6.6174,8.5738,3.11,-2.3653,5.0418,12.199,16.912,-1.1566,15.641,6.1004,8.5324
41.452,5.9129,12.183,3.3336,2.277,0.83584,9.8235,7.6545,-0.018792,9.2754,9.7099,10.478,2.7106,0.6597,4.6676,14.487,17.366,-2.8397,15.398,6.1417,7.4497
40.398,5.7723,11.676,4.5598,0.23651,4.0162,10.586,7.512,-0.16235,9.077,12.138,11.715,1.5545,2.1949,4.021,14.186,17.547,-4.9722,13.856,5.0901,6.493
39.57,6.9221,13.099,5.3814,-0.69258,7.1401,10.853,7.9993,-0.96251,8.1768,13.163,12.037,-0.20716,2.0271,2.7536,11.618,16.501,-8.0609,11.543,3.3522,5.51
39.462,8.8823,15.654,5.7309,-0.26949,9.4765,10.661,9.0883,-1.974,6.8437,12.183,11.516,-2.2664,0.4758,0.92473,7.8605,13.864,-11.941,9.2495,1.4588,4.2796
39.741,10.48,18.019,5.3493,1.1345,10.332,10.175,10.483,-2.5874,5.6754,9.1066,10.315,-4.1858,-1.819,-0.89421,4.1437,10.302,-15.57,7.767,-0.046428,2.8893
39.61,10.459,19.019,3.828,2.6156,9.252,9.4965,11.449,-2.4413,5.1323,4.6591,8.5518,-5.5957,-4.1767,-2.0223,1.3996,7.2543,-17.562,7.6019,-0.72622,1.8251
38.541,8.2529,18.165,0.97665,3.2125,6.2945,8.6878,11.168,-1.652,5.186,0.19676,6.3831,-6.3746,-6.1689,-2.1838,0.0018935,6.0852,-17.108,8.6924,-0.5041,1.6408
36.751,4.3606,15.894,-2.8067,2.5268,2.1567,7.8895,9.486,-0.72793,5.4141,-2.9563,4.1018,-6.626,-7.7896,-1.6766,-0.37372,7.2245,-14.62,10.262,0.07947,2.4542
35.06,0.057312,13.327,-6.5094,0.94884,-2.0137,7.2543,7.2707,-0.24556,5.3757,-4.157,2.0584,-6.5051,-9.328,-1.1245,-0.63925,9.8644,-11.596,11.055,-0.03985,3.6932
34.341,-3.2811,11.596,-8.9004,-0.7267,-5.0724,6.7297,5.8501,-0.48756,4.8728,-3.5782,0.4533,-6.1152,-10.973,-1.0917,-1.7842,12.378,-9.8023,9.9902,-1.8731,4.3352
34.98,-4.7724,11.172,-9.1393,-1.8953,-6.3404,6.0219,5.9725,-1.2462,3.9448,-1.8569,-0.78777,-5.5596,-12.474,-1.8181,-4.1743,13.201,-10.292,6.8618,-5.6699,3.5158
36.692,-4.2427,11.72,-7.244,-2.3821,-5.81,4.8956,7.2527,-1.9237,2.7464,0.30531,-1.9221,-5.0201,-13.2,-3.1266,-7.1981,11.69,-12.872,2.5634,-10.624,1.1068
38.705,-2.0883,12.589,-4.0966,-2.2439,-4.0019,3.5093,8.5737,-1.9032,1.4714,2.3027,-3.126,-4.6887,-12.6,-4.4687,-9.6071,8.4872,-16.282,-1.3629,-15.201,-2.1327
40.21,1.0116,13.44,-0.93273,-1.5329,-1.5987,2.4038,9.0138,-0.97133,0.32113,3.6753,-4.2203,-4.5606,-10.671,-5.1148,-10.295,5.1575,-18.878,-3.5437,-17.849,-4.9444
40.808,4.3581,14.408,1.3609,-0.31966,0.89796,2.145,8.5243,0.50721,-0.53679,4.277,-4.597,-4.2836,-8.0035,-4.4674,-8.9078,3.3113,-19.402,-3.4208,-17.661,-6.2402
40.713,7.3972,15.709,2.6212,1.1748,3.2775,2.9648,7.9308,1.8037,-0.98957,4.4713,-3.4854,-3.2675,-5.3896,-2.3604,-5.8999,3.7912,-17.472,-1.3674,-14.728,-5.6185
40.512,9.7696,17.176,3.2,2.6444,5.4431,4.6551,8.3439,2.2742,-0.94762,5.0206,-0.4721,-1.0577,-3.3448,0.81863,-2.1686,6.422,-13.638,1.6964,-10.059,-3.4423
40.603,11.268,18.261,3.4384,3.9373,7.1214,6.6883,10.353,1.7026,-0.32644,6.5634,4.0667,2.2571,-1.9623,4.2447,1.3621,10.34,-9.0583,4.8534,-5.1034,-0.5204
40.733,11.779,18.496,3.3521,5.1312,7.7819,8.4296,13.448,0.30494,0.86165,9.0602,8.9755,5.902,-1.1226,6.9432,3.9794,14.492,-4.9978,7.5269,-1.1267,2.3285
40.106,11.296,17.917,2.7765,6.2664,6.9611,9.3556,16.044,-1.5303,2.3589,11.719,12.814,8.6822,-0.74742,8.1406,5.2602,17.916,-2.398,9.4611,1.2132,4.5507
38.081,9.9834,16.963,1.7223,7.0187,4.7658,9.1883,16.229,-3.4915,3.6558,13.486,14.501,9.5278,-0.84452,7.5596,5.0668,19.811,-1.7021,10.503,1.8576,5.8756
34.897,8.1773,15.978,0.51065,6.7528,2.0266,7.8567,12.844,-5.3963,4.2313,13.665,13.666,7.9996,-1.4281,5.5233,3.476,19.606,-2.9277,10.461,1.0406,6.1812
31.759,6.2783,14.85,-0.44162,5.0337,-0.16598,5.365,6.2377,-7.1057,3.8776,12.191,10.623,4.4648,-2.5273,2.7886,0.67529,17.15,-5.8052,9.1838,-0.96082,5.3941
30.162,4.6569,13.224,-0.90983,2.1922,-1.1559,1.8402,-1.7928,-8.4679,2.8405,9.5451,6.1758,-0.087604,-4.2449,0.20425,-3.0533,12.881,-9.8053,6.7818,-3.8049,3.5404
31.014,3.6799,11.109,-0.89747,-0.54821,-0.96515,-2.126,-8.7672,-9.3544,1.6867,6.5454,1.5343,-4.387,-6.623,-1.5733,-7.1941,7.7999,-14.082,3.7869,-6.9169,0.89389
34.248,3.7544,9.2542,-0.42248,-1.5541,0.10815,-5.1983,-12.499,-9.7125,1.0364,4.1805,-1.8145,-7.1843,-9.3075,-2.1679,-10.86,3.1953,-17.535,1.0664,-9.4804,-1.9509
39.044,5.1877,8.8111,0.63807,0.34267,1.9959,-5.6487,-11.848,-9.5721,1.3069,3.344,-2.5706,-7.5479,-11.404,-1.4663,-12.932,0.21392,-19.152,-0.50721,-10.729,-4.2099
44.266,7.8586,10.452,2.3944,5.0262,4.8077,-2.4256,-7.091,-9.0342,2.5103,4.4283,-0.38358,-5.2408,-11.862,0.35422,-12.542,-0.50971,-18.477,-0.43733,-10.344,-5.1828
48.707,10.97,13.651,4.5795,10.845,8.2279,3.7769,0.082474,-8.297,4.1549,7.0153,3.683,-1.0223,-10.17,2.7922,-9.5637,1.0129,-15.87,1.2355,-8.6103,-4.4858
51.139,13.179,16.79,6.3529,15.24,11.071,10.439,7.0322,-7.688,5.384,9.9852,7.5695,3.5037,-6.7476,5.1582,-4.7062,4.2845,-12.28,4.0868,-6.1736,-2.1283
50.509,13.119,18.039,6.5823,16.052,11.654,14.442,11.062,-7.5875,5.3928,12.071,9.3844,6.638,-2.6909,6.9023,0.85581,8.6262,-8.695,7.5846,-3.6229,1.5095
46.399,10.048,16.368,4.5286,12.735,8.8612,13.839,10.496,-8.1945,3.9166,12.508,8.4503,7.5178,0.84103,7.879,5.9628,13.372,-5.6994,11.204,-1.2946,5.7013
39.447,4.2291,12.034,0.44429,6.6695,3.067,8.9588,5.4526,-9.287,1.4599,11.328,5.4319,6.5295,3.0603,8.2826,9.6792,17.846,-3.4805,14.302,0.5345,9.448
31.216,-3.199,6.4081,-4.4596,0.38971,-3.8992,2.1436,-2.0784,-10.275,-0.88951,9.1045,1.5491,4.8883,3.5684,8.3377,11.197,21.306,-2.1212,15.99,1.3279,11.766
23.385,-10.811,1.4258,-8.7578,-3.7166,-9.8097,-3.5623,-8.9803,-10.648,-1.9488,6.3684,-2.3682,3.7724,2.1775,8.1199,9.7476,23.11,-1.728,15.283,0.29988,12.2
16.867,-17.525,-1.139,-11.688,-4.4531,-13.341,-5.8842,-12.315,-10.476,-0.98159,3.2081,-6.1886,3.7168,-1.1234,7.7055,4.8594,23.099,-2.209,11.606,-3.0666,11.205
11.642,-22.77,-0.42935,-13.379,-2.1225,-14.618,-4.19,-10.626,-10.406,1.9574,-0.55373,-9.9824,4.6358,-5.9444,7.3793,-3.0652,21.825,-3.04,5.3651,-8.3454,9.9521
7.5052,-26.079,3.0273,-14.23,1.906,-14.621,0.51425,-4.5651,-11.016,6.0415,-4.7018,-13.266,6.2482,-11.233,7.4917,-12.273,20.309,-3.4545,-1.8404,-13.963,9.509
4.9328,-26.68,7.5709,-14.135,6.0157,-14.038,6.3013,3.5492,-12.094,10.038,-8.1257,-14.795,8.3904,-15.35,8.0097,-19.871,19.463,-3.0057,-7.6691,-17.813,10.013
5.0604,-23.759,11.366,-12.423,9.0394,-12.659,11.288,10.952,-12.608,12.783,-9.108,-13.241,10.906,-16.664,8.2879,-22.916,19.584,-1.9681,-10.018,-18.354,10.558
8.6628,-17.346,13.388,-8.6345,10.475,-9.8372,14.311,15.65,-11.496,13.523,-6.3638,-8.2834,13.29,-14.398,7.45,-19.872,20.306,-1.1522,-8.012,-15.411,9.9272
15.115,-8.9037,13.7,-3.2972,10.305,-5.4898,15.019,16.972,-8.5817,12.106,-0.048082,-1.1357,14.579,-9.1185,5.1295,-11.48,20.955,-1.2591,-2.3839,-10.077,7.6037
22.402,-0.80814,12.952,2.1538,8.8092,-0.56017,13.584,15.372,-4.8163,9.0859,8.1068,6.0106,13.818,-2.4774,1.8997,-0.4502,21.06,-2.3209,4.9861,-3.9023,4.2675
28.227,4.9585,11.711,6.2747,6.5746,3.566,10.423,11.907,-1.6718,5.6607,15.633,11.215,10.797,3.599,-1.0178,9.802,20.635,-3.6998,12.072,1.9104,1.4257
31.247,7.7994,10.215,8.4941,4.4729,6.1079,6.1916,7.7745,-0.21899,3.2299,20.499,13.735,6.4055,7.7071,-2.5388,16.577,20.045,-4.6486,17.595,6.7485,0.43574
31.532,8.4314,8.5751,9.2184,3.3221,7.3649,1.8538,4.0347,-0.60459,2.6797,21.869,14.091,2.2338,9.3257,-2.3777,18.739,19.586,-4.9423,21.282,10.335,1.5942
30.133,8.0242,7.019,9.2038,3.3792,8.1933,-1.4674,1.463,-2.2094,3.9061,20.167,13.411,-0.25661,8.734,-1.1162,16.782,19.166,-5.0054,23.444,12.451,3.9382
28.284,7.3705,5.8458,8.8747,4.1436,9.0747,-2.9404,0.47762,-4.2134,5.9876,16.663,12.65,-0.39409,6.7118,0.30018,12.308,18.411,-5.4007,24.318,12.943,5.9125
26.802,6.6022,5.1216,8.1754,4.7205,9.7135,-2.4793,1.1069,-6.0488,7.8542,12.903,12.164,1.512,4.2144,1.2003,7.26,17.073,-6.1789,23.779,11.945,6.418
25.839,5.381,4.4567,6.9179,4.4575,9.4655,-0.82079,2.9516,-7.4556,8.8768,10.177,11.77,4.3619,2.0965,1.4748,3.2322,15.307,-6.7562,21.626,10.014,5.4606
24.964,3.2389,3.1451,5.1211,3.3336,8.0234,0.86833,5.1468,-8.288,8.9745,9.1321,11.114,6.7025,0.91123,1.3619,1.093,13.55,-6.4642,18.107,7.998,3.9559
23.477,-0.11413,0.63739,2.9785,1.8681,5.6249,1.5808,6.4694,-8.4113,8.362,9.6188,10.042,7.3389,0.81595,1.0272,0.98864,12.226,-5.2104,14.158,6.6878,2.9373
20.86,-4.5536,-2.9848,0.61373,0.74885,2.6936,0.89999,5.7697,-7.8112,7.3535,10.865,8.7321,5.9285,1.6113,0.41332,2.5894,11.614,-3.5627,11.136,6.5359,2.8684
17.169,-9.4459,-6.9138,-1.9741,0.47573,-0.53292,-0.91371,2.635,-6.7266,6.4136,11.911,7.5538,3.1939,2.878,-0.48466,5.3266,11.938,-2.1905,10.259,7.6127,3.5597
13.12,-13.817,-10.037,-4.6664,1.149,-3.9195,-3.1717,-2.18,-5.5873,6.2038,12.068,6.8099,0.53253,4.099,-1.283,8.4569,13.338,-1.2863,12.057,9.7044,4.565
9.7493,-16.735,-11.612,-6.9978,2.4351,-7.0528,-5.1909,-7.0084,-4.7876,7.3033,11.161,6.5656,-0.7763,4.6955,-1.3257,11.023,15.541,-0.58594,16.016,12.33,5.5261
7.855,-17.652,-11.679,-8.2626,3.7891,-9.1125,-6.6249,-10.146,-4.5111,9.728,9.4619,6.6797,-0.24899,4.0667,-0.27744,11.946,17.568,0.085507,20.589,14.69,6.1549
7.6444,-16.515,-10.887,-7.9057,4.8928,-9.2649,-7.4244,-10.735,-4.7355,12.78,7.4847,6.97,1.6717,1.8085,1.3917,10.404,18.025,0.41214,23.745,15.811,6.0848
8.8074,-13.706,-9.868,-5.8621,5.9576,-7.2677,-7.4902,-9.0397,-5.3337,15.502,5.8136,7.3388,4.0616,-1.8985,2.6034,6.4064,16.051,-0.17131,23.961,15.019,4.9966
10.871,-10.009,-8.752,-2.6052,7.5018,-3.7492,-6.4697,-6.0249,-6.1201,17.306,5.0153,7.7542,6.1636,-6.051,2.4461,1.1336,12.185,-1.8331,21.099,12.414,3.008
13.453,-6.5541,-7.2515,1.0498,9.7035,0.054245,-4.0569,-2.6829,-6.8232,18.125,5.5355,8.142,7.7586,-9.102,0.83246,-3.3439,8.3049,-3.9979,16.505,8.8873,0.84539
16.206,-4.5653,-5.2125,4.199,11.953,2.8565,-0.57571,0.36204,-7.1055,18.004,7.4885,8.3221,9.0398,-9.7468,-1.5069,-5.0099,6.4938,-5.6925,12.179,5.6004,-0.55594
18.629,-4.8806,-3.0905,6.063,13.126,3.8014,2.809,2.7712,-6.7081,16.751,10.441,8.0551,10.195,-7.695,-3.5719,-2.961,7.6869,-6.2465,9.6316,3.3592,-0.73819
20.029,-7.5091,-1.8813,6.204,12.403,2.691,4.637,4.2055,-5.6159,14.177,13.443,7.1611,11.126,-3.8058,-4.637,2.1483,11.159,-5.6818,9.2368,2.3738,-0.021642
19.788,-11.581,-2.5174,4.7548,9.9365,-0.0027524,4.1016,4.2701,-4.0669,10.65,15.448,5.6312,11.548,0.53145,-4.4472,8.5349,15.175,-4.5165,10.432,2.4538,0.87855
17.783,-15.794,-5.1866,2.5016,6.8174,-3.2979,1.6208,2.8192,-2.3744,7.2352,15.868,3.6709,11.27,4.2113,-3.1645,14.136,18.143,-3.3353,12.342,3.2912,1.483
14.665,-19.077,-9.079,0.60992,4.4422,-6.0515,-1.4416,0.28407,-0.74841,5.1262,14.805,1.6396,10.317,6.7257,-1.2829,17.216,19.301,-2.6063,14.227,4.5392,1.7692
11.744,-20.988,-12.749,0.021321,3.7905,-7.4314,-3.6486,-2.4143,0.69584,4.8635,12.744,-0.088823,8.7875,7.8721,0.47816,16.57,18.595,-2.7711,15.508,5.743,1.8585
10.418,-21.598,-14.861,0.88416,5.0543,-7.2662,-4.2665,-4.4047,1.7863,6.0722,10.08,-1.2519,6.7295,7.4008,1.4202,11.681,16.217,-4.2362,15.63,6.3747,1.6538
11.418,-21.085,-14.876,2.4611,7.6641,-6.0122,-3.4496,-5.414,2.2337,7.8817,7.0066,-1.7175,4.2841,5.1341,1.1899,3.1258,12.428,-7.078,14.137,6.0669,0.88239
14.391,-19.527,-13.273,3.6252,10.569,-4.358,-1.8771,-5.8402,1.7997,9.5363,3.8551,-1.4274,1.9204,1.4534,-0.051721,-7.0944,7.7962,-10.744,11.023,4.8671,-0.53742
18.156,-17.085,-11.173,3.5848,12.685,-2.8174,-0.22638,-6.2818,0.55242,10.676,1.3858,-0.38013,0.39913,-2.4547,-1.7376,-15.91,3.4003,-14.158,7.052,3.269,-2.2483
21.46,-14.241,-9.6146,2.2997,13.419,-1.6202,1.1604,-6.9308,-1.0676,11.242,0.53765,1.3211,0.37405,-5.0207,-3.1617,-20.378,0.59131,-16.241,3.6267,1.951,-3.6064
23.663,-11.683,-8.9792,0.34037,12.979,-0.8214,2.2877,-7.3531,-2.4658,11.299,1.7831,3.4774,1.9584,-5.1567,-3.7494,-19.066,0.34513,-16.479,2.1313,1.4053,-4.104
24.903,-9.8697,-8.9592,-1.5823,12.147,-0.32684,3.2802,-6.8465,-3.2135,10.957,4.7316,5.9404,4.6546,-2.8746,-3.2778,-12.655,2.6807,-15.114,3.1718,1.7519,-3.6776
25.734,-8.7295,-9.0102,-2.987,11.649,0.21173,4.1419,-5.0661,-3.1937,10.363,8.4096,8.739,7.7134,0.86262,-1.9696,-3.3298,6.6654,-12.845,6.3554,2.8888,-2.6116
26.542,-7.8786,-8.8428,-3.6913,11.686,1.3181,4.7156,-2.3834,-2.4952,9.6763,11.943,11.963,10.63,4.9183,-0.30453,6.5124,11.115,-10.231,10.806,4.8178,-1.1113
27.196,-7.1439,-8.5836,-3.7068,12.016,3.2727,4.8688,0.29934,-1.235,9.0526,14.989,15.456,13.384,8.6913,1.4201,15.272,15.46,-7.2457,15.885,7.7744,1.0216
27.205,-6.8118,-8.5843,-3.1532,12.351,5.7289,4.699,2.09,0.45768,8.5945,17.566,18.68,16.227,12.138,3.3821,22.256,19.986,-3.387,21.363,11.935,4.2065
26.331,-7.2793,-9.1069,-2.2184,12.571,7.8729,4.5308,2.5677,2.2872,8.2468,19.558,20.96,19.189,15.161,5.9821,27.091,25.115,1.6257,26.887,16.901,8.4751
25.095,-8.4361,-10.111,-1.0996,12.599,9.064,4.6871,1.8679,3.7121,7.686,20.442,21.906,21.705,17.063,9.2131,29.179,30.397,7.1429,31.407,21.467,13.015
24.571,-9.4619,-11.274,0.069284,12.269,9.3082,5.2503,0.43901,4.1731,6.3959,19.542,21.602,22.73,16.738,12.333,27.818,34.249,11.568,33.387,24.052,16.4
25.501,-9.3489,-12.216,1.2285,11.46,9.0909,6.0495,-1.218,3.5368,4.0194,16.661,20.451,21.354,13.557,14.294,22.948,34.912,13.219,31.811,23.633,17.443
